,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
334,2,0,1,2,1,0,4,32,2017,10,23,0,0,0,0,75.0,1,0
335,2,0,2,1,1,0,1,282,2017,10,10,0,0,0,0,76.67,0,0
336,2,0,2,2,1,0,1,38,2018,10,2,1,0,0,0,126.0,0,0
337,2,0,1,1,0,0,1,175,2018,7,23,1,0,0,0,85.5,1,0
338,2,0,0,3,1,0,4,143,2018,8,18,1,0,0,0,140.7,0,1
339,2,0,2,2,1,0,4,127,2018,6,26,1,0,0,0,103.7,1,0
340,1,0,0,1,1,0,1,0,2017,9,8,1,0,0,0,142.0,0,0
341,2,1,2,5,1,0,1,95,2018,12,21,1,0,0,0,103.7,3,0
342,1,0,1,2,1,0,1,118,2018,6,6,0,0,0,0,110.0,0,0
343,2,0,0,3,1,0,1,45,2018,11,10,0,0,0,0,75.0,0,0
344,3,0,1,1,1,0,4,69,2018,7,25,1,0,0,0,137.7,0,0
345,2,0,0,1,0,0,1,57,2018,9,7,1,0,0,0,87.3,3,0
346,1,0,0,2,1,0,1,5,2018,8,24,4,1,0,4,0.0,4,0
347,2,0,0,2,2,0,1,39,2017,8,14,0,0,0,0,101.5,0,0
348,2,0,0,1,1,0,1,0,2018,2,24,1,0,0,0,97.0,1,0
349,3,0,1,1,1,0,4,89,2018,8,15,1,0,0,0,150.3,1,0
350,2,0,0,4,1,0,1,85,2018,3,29,1,0,0,0,82.45,0,0
351,1,0,0,1,1,1,4,4,2018,7,1,2,1,0,3,103.0,1,0
352,1,0,2,6,1,0,1,11,2018,7,5,1,0,0,0,145.0,0,1
353,1,0,1,1,1,0,1,12,2018,7,11,1,0,0,0,145.0,1,0
354,2,0,2,2,1,0,4,77,2018,5,14,1,0,0,0,134.85,1,0
355,2,1,1,1,1,0,6,14,2018,10,22,1,0,0,0,168.25,1,0
356,1,0,2,1,1,0,1,1,2018,2,28,1,0,0,0,60.0,0,1
357,2,0,1,3,1,0,1,133,2018,6,13,0,0,0,0,76.0,0,0
358,2,0,1,2,1,0,1,3,2017,8,10,0,0,0,0,63.5,1,0
359,2,0,2,0,1,0,1,19,2018,9,18,0,0,0,0,95.0,0,0
360,2,0,2,2,1,0,4,86,2018,9,3,0,0,0,0,90.95,3,0
361,2,0,0,2,1,0,1,23,2017,10,16,1,0,0,0,98.4,2,0
362,2,0,0,1,1,0,1,65,2018,9,22,1,0,0,0,135.9,1,0
363,2,0,0,2,1,0,4,1,2018,11,16,1,0,0,0,130.0,1,0
364,2,0,0,1,1,0,4,66,2017,11,19,1,0,0,0,81.9,2,0
365,3,0,1,4,1,0,1,50,2018,2,22,1,0,0,0,78.85,1,0
366,2,0,2,3,2,0,1,87,2018,6,26,1,0,0,0,141.3,0,1
367,2,0,1,1,1,0,1,159,2018,4,9,0,0,0,0,70.0,1,0
368,2,0,2,3,2,0,1,39,2018,8,13,1,0,0,0,170.1,2,0
369,2,0,2,0,2,0,1,386,2018,10,23,1,0,0,0,115.0,1,1
370,2,2,0,5,1,0,6,22,2017,12,29,1,0,0,0,199.0,0,0
371,2,0,2,2,1,0,4,102,2018,7,10,0,0,0,0,82.45,0,0
372,4,0,0,3,1,0,7,86,2018,10,20,1,0,0,0,192.86,1,0
373,2,0,2,2,1,0,1,56,2017,9,25,0,0,0,0,185.0,0,0
374,2,0,2,6,1,0,1,36,2018,12,10,1,0,0,0,68.07,1,0
375,2,0,0,3,1,0,1,50,2018,10,4,1,0,0,0,118.8,1,0
376,2,0,0,2,1,0,4,115,2018,10,27,1,0,0,0,104.4,0,1
377,1,0,0,1,1,0,1,0,2018,3,23,2,1,0,12,65.0,0,0
378,2,0,1,3,0,0,1,35,2018,3,3,1,0,0,0,71.1,0,1
379,2,0,2,1,1,0,1,17,2018,5,21,0,0,0,0,95.0,0,0
380,2,0,4,11,1,0,4,237,2018,9,13,1,0,0,0,116.62,1,1
381,2,0,0,4,1,0,1,125,2018,9,7,1,0,0,0,136.0,2,0
382,2,2,2,2,1,0,6,32,2018,12,2,1,0,0,0,147.9,0,1
383,2,0,2,0,0,0,1,5,2018,9,18,0,0,0,0,123.7,0,0
384,2,0,2,1,1,0,1,91,2018,6,19,1,0,0,0,135.9,0,1
385,2,0,0,2,2,0,1,102,2017,10,16,0,0,0,0,109.0,0,0
386,3,0,2,1,1,0,4,9,2018,3,20,1,0,0,0,186.0,1,0
387,3,0,1,3,1,0,4,155,2018,12,26,1,0,0,0,115.6,1,1
388,2,2,0,1,1,0,6,0,2018,5,14,1,0,0,0,221.0,0,1
389,1,0,0,3,1,0,1,11,2017,9,15,2,0,0,0,65.0,0,0
390,1,0,0,1,1,0,1,0,2018,2,19,2,0,0,0,80.0,0,0
391,2,1,1,4,1,0,1,86,2018,3,23,0,0,0,0,73.83,0,0
392,1,0,0,1,1,1,1,18,2018,10,18,2,1,3,19,67.0,0,0
393,2,0,0,2,1,0,1,58,2018,3,4,1,0,0,0,80.3,1,0
394,2,0,2,1,0,0,1,54,2018,4,30,0,0,0,0,85.0,0,0
395,2,1,2,3,1,0,1,25,2018,7,23,1,0,0,0,152.1,1,1
396,2,0,0,2,1,0,1,107,2017,9,9,1,0,0,0,89.25,1,0
397,1,0,0,4,2,0,1,100,2018,9,28,0,0,0,0,110.0,0,0
398,2,0,1,2,1,0,1,273,2018,5,13,1,0,0,0,95.0,0,1
399,2,0,0,1,0,0,1,29,2018,3,18,1,0,0,0,79.0,0,0
400,2,0,0,1,1,0,1,221,2018,8,12,1,0,0,0,80.0,0,1
401,2,0,2,2,1,0,1,213,2018,10,1,1,0,0,0,102.85,2,1
402,2,0,1,2,1,0,1,198,2018,9,9,1,0,0,0,90.0,0,1
403,2,0,1,2,1,0,2,81,2018,1,29,1,0,0,0,62.37,2,0
404,2,0,0,1,0,0,1,23,2018,4,8,1,0,0,0,98.0,0,0
405,2,0,0,3,1,0,1,26,2017,9,17,1,0,0,0,117.67,1,1
406,2,0,2,1,1,0,1,20,2018,6,18,1,0,0,0,141.0,1,0
407,2,1,1,3,1,0,6,124,2018,12,26,1,0,0,0,156.61,2,1
408,3,0,0,3,1,0,4,85,2018,8,3,1,0,0,0,152.1,0,1
409,2,0,0,1,1,0,1,167,2018,8,6,1,0,0,0,105.3,0,1
410,2,0,1,3,1,0,1,71,2018,5,30,1,0,0,0,119.85,1,0
411,2,0,0,2,1,0,1,48,2018,11,4,1,0,0,0,97.2,2,0
412,1,0,0,1,0,0,1,37,2018,5,13,1,0,0,0,116.1,0,0
413,3,0,2,2,1,0,4,76,2018,5,29,1,0,0,0,150.45,0,1
414,1,0,0,1,1,0,1,13,2018,1,20,0,0,0,0,71.0,0,0
415,1,0,1,0,1,0,1,3,2018,6,27,4,0,0,0,0.0,0,0
416,2,0,1,2,1,0,4,75,2017,12,7,0,0,0,0,60.0,0,0
417,1,0,0,1,1,0,1,5,2018,4,5,2,1,0,1,89.0,1,0
418,2,0,2,0,2,0,1,386,2018,10,23,1,0,0,0,115.0,1,1
419,2,0,1,1,1,0,1,180,2018,5,2,0,0,0,0,100.0,1,0
420,2,0,1,3,0,0,1,122,2018,11,14,1,0,0,0,75.9,2,1
421,2,0,1,2,1,0,1,224,2017,10,2,0,0,0,0,65.0,0,0
422,2,0,2,2,1,0,1,24,2018,5,29,1,0,0,0,104.55,2,0
423,1,0,2,2,1,0,1,162,2018,10,14,1,0,0,0,115.0,0,1
424,3,0,1,1,1,0,4,25,2018,7,2,1,0,0,0,187.0,0,1
425,1,0,0,1,1,0,1,1,2018,8,4,1,0,0,0,115.0,0,0
426,2,0,0,4,0,0,1,236,2018,9,27,1,0,0,0,84.43,1,1
427,2,0,2,3,1,0,1,120,2018,4,8,1,0,0,0,90.95,0,1
428,2,0,1,3,2,1,4,12,2018,3,24,1,0,0,0,208.0,1,0
429,2,0,2,4,1,0,1,224,2018,9,3,1,0,0,0,97.18,1,1
430,1,0,0,4,2,0,1,33,2017,10,21,0,0,0,0,79.11,0,0
431,2,0,0,2,1,0,1,24,2018,5,13,4,0,0,0,0.0,0,0
432,2,0,0,1,1,0,4,22,2017,9,8,1,0,0,0,120.0,1,0
433,2,0,0,3,1,0,1,10,2017,10,20,1,0,0,0,126.0,1,0
434,2,0,0,2,1,0,1,15,2018,2,16,1,0,0,0,91.0,1,1
435,2,0,0,5,2,0,1,230,2018,9,6,1,0,0,0,137.0,0,1
436,2,0,0,4,1,0,1,54,2018,3,16,0,0,0,0,67.32,0,0
437,2,0,0,1,1,0,1,45,2017,10,23,1,0,0,0,81.62,0,0
438,3,0,1,3,2,0,4,63,2018,10,24,1,0,0,0,123.66,2,0
439,2,0,2,1,0,0,1,166,2018,8,6,1,0,0,0,94.5,1,0
440,2,0,1,4,1,0,1,148,2018,8,22,1,0,0,0,96.3,0,1
441,2,0,2,1,1,0,1,136,2018,8,13,1,0,0,0,88.01,1,0
442,2,0,1,3,1,0,1,37,2018,3,10,1,0,0,0,81.9,2,0
443,2,0,0,4,1,0,1,66,2018,5,11,1,0,0,0,119.85,1,0
444,1,0,0,1,1,0,1,11,2017,10,23,0,0,0,0,83.5,0,0
445,1,0,0,1,1,1,1,1,2018,4,1,2,1,0,3,67.0,1,0
446,2,0,2,2,1,0,4,7,2018,6,19,1,0,0,0,156.0,1,0
447,2,0,0,1,1,0,1,43,2017,10,13,0,0,0,0,85.0,0,0
448,2,0,3,5,1,0,4,5,2018,4,4,1,0,0,0,126.75,0,1
449,2,0,1,1,2,0,1,247,2018,6,6,1,0,0,0,115.0,1,1
450,2,0,2,1,0,0,1,24,2018,10,16,1,0,0,0,107.1,1,1
451,1,0,0,1,1,0,1,53,2018,10,14,0,0,0,0,120.0,0,0
452,2,0,2,1,1,0,1,52,2018,11,19,1,0,0,0,93.6,2,0
453,2,0,0,1,1,0,1,56,2018,6,8,0,0,0,0,120.0,0,0
454,1,0,0,1,1,0,1,12,2018,6,8,0,0,0,0,90.0,1,0
455,2,0,0,5,1,0,1,230,2018,9,6,1,0,0,0,137.0,1,1
456,2,1,1,3,1,0,1,92,2018,10,31,1,0,0,0,106.43,1,1
457,1,0,0,3,0,0,1,2,2018,5,31,1,0,0,0,87.78,0,0
458,2,0,0,2,2,0,1,74,2017,9,18,0,0,0,0,101.5,0,0
459,2,0,0,1,0,0,1,82,2018,6,23,1,0,0,0,85.5,0,1
460,1,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,95.0,0,0
461,2,0,2,2,1,0,4,147,2018,7,1,1,0,0,0,103.7,2,0
462,1,0,0,1,1,0,1,2,2017,8,26,2,0,0,0,65.0,0,0
463,2,0,2,6,1,0,1,166,2018,8,18,1,0,0,0,100.12,0,1
464,2,0,1,3,2,1,1,28,2018,4,11,1,0,0,0,156.25,2,0
465,2,0,1,2,2,0,1,309,2018,5,13,1,0,0,0,101.0,0,1
466,2,0,1,3,2,1,1,54,2018,7,4,1,0,0,0,161.1,0,0
467,2,0,1,3,0,1,1,49,2018,12,8,1,0,0,0,83.8,2,0
468,2,1,0,1,1,1,1,1,2018,6,18,1,0,0,0,168.0,2,0
469,2,0,2,1,1,0,1,0,2017,12,27,0,0,0,0,58.0,0,0
470,2,0,2,1,2,0,1,4,2017,8,8,0,0,0,0,94.5,0,0
471,2,0,0,4,1,0,1,60,2017,12,9,1,0,0,0,96.3,1,0
472,2,0,0,1,1,0,1,157,2017,8,14,1,0,0,0,76.5,1,0
473,2,0,2,3,1,0,1,268,2018,4,8,0,0,0,0,78.0,0,0
474,2,0,1,1,0,0,1,38,2018,9,26,1,0,0,0,112.59,0,1
475,2,2,2,1,1,0,7,30,2018,6,12,1,0,0,0,187.04,0,1
476,2,0,0,1,1,1,1,2,2018,10,11,1,0,0,0,169.0,2,0
477,2,0,3,7,0,0,1,217,2018,12,5,1,0,0,0,46.63,1,0
478,2,0,0,3,1,0,1,143,2018,8,25,0,0,0,0,100.0,0,0
479,2,0,0,3,0,0,1,179,2018,10,19,1,0,0,0,85.5,2,0
480,1,0,0,2,1,0,1,188,2018,6,15,1,0,0,0,130.0,0,1
481,3,0,2,2,1,0,4,94,2018,7,8,1,0,0,0,146.7,1,0
482,1,0,0,2,1,0,1,32,2017,11,20,0,0,0,0,73.0,0,0
483,3,0,2,2,1,0,6,2,2018,4,1,1,0,0,0,143.22,2,0
484,2,0,0,3,1,0,1,70,2017,10,22,1,0,0,0,89.25,1,0
485,2,0,1,0,0,0,1,4,2018,9,19,0,0,0,0,85.0,0,0
486,2,0,2,0,1,0,1,34,2018,2,28,4,0,0,0,6.5,1,0
487,2,2,0,1,1,0,2,16,2018,3,8,1,0,0,0,83.03,0,1
488,2,0,1,3,1,0,1,24,2018,2,11,1,0,0,0,91.0,0,1
489,2,0,2,2,0,0,1,78,2018,4,10,1,0,0,0,80.75,1,0
490,2,0,1,2,1,0,1,305,2018,11,4,1,0,0,0,89.0,0,1
491,2,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,105.0,0,0
492,2,0,2,5,1,0,1,98,2018,4,30,1,0,0,0,109.81,0,0
493,2,0,1,3,1,0,4,14,2018,12,5,1,0,0,0,70.88,0,0
494,1,0,0,2,0,0,1,44,2018,11,23,1,0,0,0,83.6,2,0
495,1,0,2,1,1,0,1,1,2018,2,28,1,0,0,0,60.0,0,1
496,2,0,0,3,1,0,1,213,2018,6,7,1,0,0,0,130.0,0,1
497,1,0,1,1,1,0,1,5,2018,4,4,1,0,0,0,95.0,1,0
498,2,0,0,1,2,0,1,55,2018,4,6,0,0,0,0,104.0,0,0
499,2,0,0,3,1,0,4,139,2018,2,11,0,0,0,0,62.0,1,0
500,2,0,2,1,1,0,2,44,2018,4,23,0,0,0,0,95.0,0,0
501,1,0,2,1,2,0,4,18,2018,2,28,1,0,0,0,145.0,1,0
502,1,0,1,0,1,0,1,0,2018,10,17,2,0,0,0,95.0,0,0
503,1,0,0,2,1,0,1,192,2018,6,24,0,0,0,0,95.0,0,0
504,2,0,2,4,1,0,1,152,2018,6,18,0,0,0,0,80.75,0,0
505,3,0,0,4,1,0,4,42,2018,8,30,1,0,0,0,142.2,2,0
506,3,0,2,3,1,0,4,209,2018,10,21,1,0,0,0,128.7,1,1
507,2,0,2,3,1,0,1,69,2018,3,20,1,0,0,0,90.95,1,0
508,2,0,1,2,1,0,1,80,2018,11,18,1,0,0,0,93.6,2,0
509,2,0,1,2,1,0,4,49,2017,11,9,0,0,0,0,60.0,0,0
510,1,0,0,3,1,0,1,143,2018,8,25,0,0,0,0,90.0,0,0
511,2,0,2,1,0,0,1,67,2017,12,5,1,0,0,0,95.4,2,0
512,2,0,0,2,1,0,1,41,2018,10,21,1,0,0,0,160.0,1,1
513,2,0,2,1,1,0,4,154,2018,10,30,1,0,0,0,104.1,2,1
514,2,0,0,1,2,0,1,55,2018,4,6,0,0,0,0,104.0,0,0
515,2,0,0,4,1,0,1,2,2018,8,3,0,0,0,0,109.0,0,0
516,2,0,2,4,1,0,4,99,2018,4,10,1,0,0,0,93.78,1,1
517,1,0,0,2,1,0,1,14,2017,10,14,2,0,0,0,95.0,0,0
518,1,0,0,1,0,0,1,0,2018,10,15,1,0,0,0,140.0,0,0
519,2,0,1,3,1,0,1,22,2017,12,24,1,0,0,0,87.0,1,0
520,1,0,2,1,1,0,4,7,2018,3,5,1,0,0,0,85.85,1,0
521,2,0,1,3,1,0,4,84,2018,3,24,1,0,0,0,99.45,0,0
522,2,0,0,4,1,0,4,109,2018,5,4,1,0,0,0,120.28,1,0
523,1,0,0,3,1,0,1,71,2018,6,14,0,0,0,0,120.0,0,0
524,2,0,2,0,1,0,1,4,2018,4,3,1,0,0,0,77.77,1,0
525,1,0,0,3,1,0,1,71,2018,6,14,0,0,0,0,120.0,0,0
526,2,0,0,1,0,0,1,58,2018,6,10,1,0,0,0,116.1,1,0
527,3,0,0,1,2,0,4,133,2018,7,23,1,0,0,0,189.0,0,1
528,2,0,2,1,1,0,4,27,2018,6,26,1,0,0,0,152.67,0,1
529,2,0,2,3,1,0,1,27,2018,2,4,1,0,0,0,66.31,1,0
530,1,0,0,1,1,0,1,9,2017,9,10,1,0,0,0,95.0,2,0
531,2,1,0,3,1,0,1,86,2018,12,8,1,0,0,0,122.0,0,1
532,2,0,0,3,1,0,1,13,2017,12,17,0,0,0,0,58.0,0,0
533,2,0,1,3,1,0,1,0,2018,12,5,1,0,0,0,89.89,1,0
534,2,0,0,2,1,0,4,5,2018,6,21,1,0,0,0,156.0,1,0
535,2,0,1,3,1,0,4,82,2018,3,24,1,0,0,0,99.45,0,0
536,2,1,0,2,1,0,6,330,2018,8,31,1,0,0,0,172.8,0,1
537,2,0,1,3,0,0,1,3,2018,8,22,1,0,0,0,98.56,1,0
538,1,0,0,1,1,0,1,35,2018,3,10,1,0,0,0,71.1,0,1
539,1,0,6,15,1,0,4,12,2018,3,30,1,0,0,0,128.06,0,1
540,1,0,0,1,1,0,1,0,2018,11,19,4,0,0,0,0.0,0,0
541,2,1,0,1,1,0,1,7,2018,4,7,1,0,0,0,106.0,1,0
542,2,0,0,4,1,0,4,47,2018,9,27,1,0,0,0,130.61,1,1
543,2,0,2,3,0,0,1,117,2018,6,17,1,0,0,0,105.74,1,0
544,2,0,0,2,1,0,4,2,2018,6,10,1,0,0,0,136.0,1,0
545,2,0,0,1,1,0,1,26,2018,6,8,0,0,0,0,120.0,0,0
546,2,0,2,2,0,0,1,75,2018,12,2,1,0,0,0,74.8,1,0
547,2,0,0,2,2,0,1,256,2018,6,15,1,0,0,0,112.0,1,1
548,2,1,1,0,1,0,1,137,2018,8,21,1,0,0,0,121.5,2,0
549,2,0,0,4,1,0,1,92,2017,10,7,0,0,0,0,70.0,0,0
550,1,0,0,1,1,0,1,1,2018,11,29,0,0,0,0,75.0,0,0
551,2,0,0,1,1,0,1,18,2018,1,2,0,0,0,0,54.0,0,0
552,2,0,1,2,1,0,1,78,2018,3,25,1,0,0,0,100.0,0,1
553,1,0,0,1,1,0,4,8,2018,4,23,4,0,0,0,0.0,2,0
554,1,2,4,9,1,0,6,30,2018,11,2,1,0,0,0,186.22,0,1
555,2,0,2,0,0,0,1,117,2018,11,13,1,0,0,0,79.2,0,0
556,2,0,1,1,1,0,1,10,2018,3,19,1,0,0,0,103.0,0,0
557,2,0,2,2,1,0,1,56,2017,9,25,0,0,0,0,185.0,0,0
558,2,0,0,2,1,0,1,8,2017,10,20,1,0,0,0,135.0,1,0
559,2,0,2,0,2,0,1,386,2018,10,23,1,0,0,0,115.0,1,1
560,2,0,0,2,2,0,1,273,2017,7,17,1,0,0,0,109.0,0,1
561,2,0,0,1,1,0,1,33,2018,11,26,1,0,0,0,104.0,1,1
562,3,0,2,5,1,0,4,184,2018,8,3,1,0,0,0,130.05,3,0
563,2,0,1,3,1,0,1,232,2018,9,5,1,0,0,0,100.3,0,1
564,1,0,0,2,1,0,1,188,2018,6,15,1,0,0,0,130.0,0,1
565,2,0,0,2,2,0,1,102,2017,10,16,0,0,0,0,109.0,0,0
566,2,0,2,2,1,0,4,45,2018,10,7,1,0,0,0,139.5,1,1
567,1,0,0,1,1,0,1,1,2018,2,3,2,0,0,0,66.0,1,0
568,2,0,2,2,1,0,1,63,2018,9,3,1,0,0,0,106.88,2,0
569,2,0,2,2,1,0,4,89,2018,9,16,1,0,0,0,149.4,1,0
570,1,0,0,2,1,0,1,63,2018,4,26,1,0,0,0,109.35,2,0
571,2,0,0,3,1,0,1,304,2018,11,3,1,0,0,0,89.0,0,1
572,1,0,2,1,1,0,1,1,2018,4,9,1,0,0,0,115.0,1,0
573,1,0,0,1,1,0,1,51,2018,3,16,2,0,0,0,85.5,0,0
574,2,0,0,2,1,0,4,110,2018,4,20,1,0,0,0,90.95,0,0
575,2,0,2,1,1,0,4,20,2018,7,30,1,0,0,0,117.55,1,0
576,2,0,0,1,0,0,1,50,2018,10,19,1,0,0,0,108.0,1,1
577,2,0,0,3,1,0,4,48,2018,10,11,1,0,0,0,139.5,1,0
578,2,0,0,3,1,0,5,96,2018,9,13,1,0,0,0,129.88,0,1
579,2,0,1,4,1,0,1,148,2017,12,30,0,0,0,0,67.0,0,0
580,2,0,1,1,0,0,1,25,2018,10,3,1,0,0,0,129.0,1,1
581,2,0,2,5,1,0,1,148,2018,6,25,1,0,0,0,79.53,0,1
582,2,0,1,3,1,0,1,114,2018,8,22,0,0,0,0,72.25,0,0
583,1,0,0,2,2,0,1,257,2017,7,1,0,0,0,0,80.0,0,0
584,2,0,2,5,1,0,1,105,2018,6,11,1,0,0,0,119.85,2,0
585,1,0,1,2,1,0,1,4,2017,11,2,1,0,0,0,117.0,0,0
586,2,0,2,2,2,0,4,67,2017,9,6,4,0,0,0,29.0,1,0
587,2,0,2,2,1,1,1,61,2018,9,2,1,0,0,0,118.8,1,0
588,2,0,0,2,1,0,1,79,2018,12,30,0,0,0,0,192.03,1,0
589,3,0,0,1,1,0,1,74,2018,5,21,1,0,0,0,168.3,2,0
590,2,0,0,1,0,0,1,120,2018,5,12,1,0,0,0,72.76,0,0
591,2,0,0,3,1,0,1,157,2018,12,8,0,0,0,0,68.0,0,0
592,2,0,0,4,1,0,1,4,2018,1,6,1,0,0,0,89.0,0,0
593,2,0,2,5,1,0,4,46,2018,8,28,1,0,0,0,124.46,0,0
594,1,0,2,1,1,0,1,41,2018,3,13,2,0,0,0,70.33,0,0
595,3,0,1,4,1,0,4,84,2018,6,15,1,0,0,0,170.1,2,0
596,2,0,0,2,1,0,1,245,2018,6,17,1,0,0,0,75.0,0,1
597,2,0,0,3,1,0,4,27,2018,6,29,1,0,0,0,125.25,1,0
598,2,0,3,7,1,0,1,74,2017,7,27,1,0,0,0,55.9,0,0
599,2,0,1,2,1,0,1,85,2018,6,20,1,0,0,0,126.9,0,1
600,2,0,0,2,0,0,1,6,2018,2,26,1,0,0,0,79.0,0,1
601,2,0,2,3,1,0,1,256,2018,10,23,1,0,0,0,94.35,2,1
602,2,0,0,2,2,0,1,265,2018,6,24,1,0,0,0,109.0,0,1
603,2,0,2,3,1,0,4,64,2018,4,15,1,0,0,0,112.2,0,0
604,1,0,0,1,1,0,1,0,2017,10,1,2,0,0,0,109.0,1,0
605,1,0,0,2,1,0,1,91,2018,9,14,2,1,1,2,65.0,0,0
606,2,0,1,3,1,0,1,127,2018,4,28,0,0,0,0,90.0,0,0
607,2,0,0,3,1,0,1,73,2018,7,14,0,0,0,0,85.0,0,0
608,2,0,0,4,1,0,1,36,2018,12,28,1,0,0,0,168.73,0,0
609,2,0,1,3,1,0,1,17,2018,12,8,1,0,0,0,100.38,0,0
610,2,0,2,5,1,0,1,164,2018,7,27,1,0,0,0,99.45,0,1
611,2,0,0,1,1,0,1,0,2018,9,27,2,0,0,0,160.0,0,0
612,2,0,2,1,1,0,1,37,2018,10,2,1,0,0,0,126.0,1,0
613,3,0,1,2,1,0,1,191,2018,8,1,0,0,0,0,96.9,0,0
614,2,2,2,4,1,0,2,33,2017,10,17,1,0,0,0,95.0,2,0
615,2,0,2,1,1,0,1,32,2017,9,5,1,0,0,0,94.5,3,0
616,1,0,1,1,1,0,1,3,2017,9,7,0,0,0,0,98.8,0,0
617,2,0,2,1,0,0,1,53,2018,7,10,1,0,0,0,100.5,1,0
618,2,0,1,0,2,0,7,8,2018,6,19,4,1,0,1,0.0,1,0
619,2,0,2,1,1,0,1,107,2018,5,29,1,0,0,0,80.75,1,1
620,2,0,0,1,2,0,1,55,2018,4,6,0,0,0,0,104.0,0,0
621,2,0,1,2,1,0,1,84,2018,4,29,0,0,0,0,89.75,0,0
622,2,2,0,2,1,0,6,0,2017,8,25,1,0,0,0,156.0,1,0
623,2,0,1,1,1,0,4,1,2018,6,11,1,0,0,0,136.0,2,0
624,2,0,0,2,1,0,1,29,2018,12,2,2,0,0,0,85.0,1,0
625,2,0,0,4,1,0,4,41,2017,10,14,1,0,0,0,87.54,1,0
626,2,0,0,2,1,0,1,86,2017,9,9,2,0,0,0,100.0,0,0
627,2,0,2,2,1,0,1,167,2018,10,1,1,0,0,0,108.9,1,1
628,2,0,0,3,0,0,1,34,2018,6,14,1,0,0,0,107.1,1,0
629,2,0,1,2,1,0,1,101,2018,4,4,1,0,0,0,80.0,0,1
630,2,0,0,3,1,0,1,259,2018,5,5,1,0,0,0,90.0,0,1
631,2,0,0,2,1,0,1,122,2018,5,12,1,0,0,0,105.3,1,0
632,2,0,0,1,0,0,1,1,2018,2,11,1,0,0,0,80.0,2,0
633,2,0,0,2,1,1,4,107,2018,8,25,1,0,0,0,142.2,0,0
634,2,0,0,3,1,0,4,35,2018,4,5,1,0,0,0,131.4,1,0
635,1,0,0,2,1,0,1,192,2018,6,24,0,0,0,0,95.0,0,0
636,2,0,0,2,1,0,1,4,2018,4,1,1,0,0,0,111.0,0,1
637,2,0,1,3,1,0,1,85,2018,10,6,0,0,0,0,85.0,1,0
638,3,0,0,4,1,0,4,137,2018,8,24,1,0,0,0,130.95,0,1
639,2,0,0,2,2,0,1,74,2017,9,18,0,0,0,0,101.5,0,0
640,1,0,2,1,1,0,1,116,2018,2,28,0,0,0,0,82.0,0,0
641,2,0,2,2,1,1,1,34,2017,9,13,1,0,0,0,94.5,2,0
642,2,0,2,1,1,0,1,56,2018,8,28,1,0,0,0,109.8,0,1
643,2,0,2,4,1,0,1,149,2018,7,10,1,0,0,0,72.25,0,1
644,2,0,2,2,0,0,1,12,2018,2,6,1,0,0,0,55.72,0,0
645,3,0,1,1,1,0,4,52,2018,10,17,1,0,0,0,158.4,1,1
646,2,0,1,4,1,0,4,191,2018,3,30,0,0,0,0,69.0,0,0
647,2,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,105.0,0,0
648,2,0,0,3,1,0,4,57,2018,12,29,1,0,0,0,219.6,0,1
649,1,0,2,3,1,0,1,9,2018,1,8,0,0,0,0,44.8,0,0
650,2,0,0,1,0,0,1,7,2018,10,26,1,0,0,0,120.0,0,0
651,2,0,1,2,1,0,1,78,2018,3,25,1,0,0,0,100.0,0,1
652,2,0,0,1,0,0,1,0,2018,6,7,1,0,0,0,109.0,0,0
653,0,2,1,2,1,0,2,78,2018,8,19,1,0,0,0,115.68,1,0
654,2,0,1,2,1,0,1,31,2018,9,16,0,0,0,0,75.0,0,0
655,2,0,0,2,2,0,5,37,2018,6,17,0,0,0,0,134.1,1,0
656,2,0,2,1,1,0,4,8,2018,5,29,1,0,0,0,124.1,1,0
657,4,0,0,2,1,0,7,32,2018,8,17,1,0,0,0,214.75,1,0
658,2,0,1,2,1,0,1,48,2018,10,31,0,0,0,0,75.0,0,0
659,2,0,1,2,1,0,1,89,2017,11,23,1,0,0,0,72.25,2,0
660,1,0,1,0,1,0,1,0,2018,3,7,2,0,0,0,80.0,0,0
661,2,0,0,1,1,0,1,15,2018,9,20,1,0,0,0,139.0,1,0
662,1,0,0,1,1,0,1,10,2018,1,28,2,0,0,0,66.0,0,0
663,1,0,0,3,1,0,1,43,2018,5,31,1,0,0,0,115.5,0,0
664,2,1,1,1,1,1,1,27,2018,8,8,1,0,0,0,195.5,2,0
665,2,0,2,0,2,0,1,386,2018,10,23,1,0,0,0,115.0,1,1
666,1,0,0,1,2,0,1,72,2017,9,18,0,0,0,0,84.0,0,0
667,2,0,2,1,0,0,1,10,2018,10,16,1,0,0,0,107.8,3,0
668,2,0,0,3,1,0,1,37,2018,10,13,0,0,0,0,105.0,0,0
669,2,0,2,3,1,0,1,170,2018,4,8,0,0,0,0,78.0,0,0
670,1,0,0,2,2,0,1,265,2018,6,24,0,0,0,0,90.0,0,0
